order_id,customer_id,restaurant_id,driver_id,order_timestamp,order_date,order_hour,day_of_week,is_weekend,city,delivery_area,customer_age,customer_type,restaurant_type,restaurant_primary_category,restaurant_rating,items_count,subtotal,discount_percent,tax_amount,service_fee,delivery_fee,order_total,payment_method,tip_amount,distance_km,weather,traffic_level,delivery_partner_experience_months,delivery_partner_rating,restaurant_preparation_time_minutes,estimated_delivery_time_minutes,actual_delivery_time_minutes,late_delivery,order_status,cancellation_reason,customer_rating
ORD_020189,CUS_00409,RES_0007,DRV_0182,2025-10-23 13:02:00,2025-10-23,13,Thursday,0,City_A,City_A_Area_10,38,Premium,Cafe,Dessert,4.2,3,17.19,0,2.41,0.72,0.0,20.32,Cash,0.0,3.7,Clear,High,39,4.3,11,27,29.0,0,Completed,,3.8
ORD_020190,CUS_03197,RES_0004,DRV_0142,2025-10-29 11:21:00,2025-10-29,11,Wednesday,0,City_B,City_B_Area_10,37,New,Fast Food,Burger,4.2,5,46.24,5,6.15,1.42,5.05,56.55,Credit Card,6.5,6.1,Rain,Medium,43,4.0,18,40,46.0,1,Completed,,3.8
ORD_020191,CUS_00090,RES_0013,DRV_0015,2025-10-20 10:13:00,2025-10-20,10,Monday,0,City_C,City_C_Area_1,22,New,Fast Food,Dessert,4.8,5,46.92,20,5.26,2.41,3.4,48.61,Cash,0.0,2.8,Clear,Medium,9,4.2,29,28,37.0,1,Completed,,4.4
ORD_020192,CUS_00703,RES_0001,DRV_0149,2025-10-17 13:45:00,2025-10-17,13,Friday,0,City_A,City_A_Area_9,25,Premium,Fast Food,Local,3.9,1,10.26,15,1.22,0.4,0.0,10.34,Cash,0.0,3.7,Clear,Medium,10,3.9,11,21,23.0,0,Completed,,5.0
ORD_020193,CUS_00005,RES_0009,DRV_0115,2025-10-17 17:48:00,2025-10-17,17,Friday,0,City_B,City_B_Area_6,20,New,Casual Dining,Dessert,4.6,5,81.95,0,11.47,2.85,4.4,100.67,Cash,0.0,4.8,Clear,Low,23,4.8,25,37,42.0,0,Completed,,4.6
ORD_020194,CUS_00035,RES_0143,DRV_0198,2025-10-24 19:26:00,2025-10-24,19,Friday,0,City_B,City_B_Area_6,43,Premium,Fast Food,Healthy,3.5,2,19.59,0,2.74,1.15,0.0,23.48,Cash,0.0,7.3,Clear,Low,54,4.5,10,30,29.0,0,Completed,,4.9
ORD_020195,CUS_01601,RES_0001,DRV_0175,2025-10-10 15:22:00,2025-10-10,15,Friday,0,City_A,City_A_Area_1,32,New,Fast Food,Local,3.9,2,19.39,0,2.71,0.86,3.8,26.76,Credit Card,3.73,3.6,Clear,Medium,6,4.3,19,23,32.0,1,Completed,,3.8
ORD_020196,CUS_00003,RES_0012,DRV_0084,2025-10-07 20:04:00,2025-10-07,20,Tuesday,0,City_D,City_D_Area_7,25,Regular,Fine Dining,Asian,5.0,4,133.08,15,15.84,6.88,3.15,138.99,Cash,0.0,2.3,Clear,High,21,4.8,35,44,46.0,0,Completed,,4.4
ORD_020197,CUS_00004,RES_0001,DRV_0103,2025-10-20 21:47:00,2025-10-20,21,Monday,0,City_A,City_A_Area_2,19,Regular,Fast Food,Local,3.9,1,8.29,0,1.16,0.36,4.95,14.76,Credit Card,0.0,5.9,Clear,Medium,33,4.0,10,29,35.0,1,Completed,,4.3
ORD_020198,CUS_03751,RES_0120,DRV_0053,2025-10-17 21:01:00,2025-10-17,21,Friday,0,City_B,City_B_Area_8,39,Regular,Fast Food,Dessert,4.9,5,43.75,20,4.9,2.03,3.0,44.93,Credit Card,0.0,2.0,Clear,Medium,46,3.7,23,25,31.0,1,Completed,,3.9
ORD_020199,CUS_01714,RES_0001,DRV_0188,2025-10-22 12:18:00,2025-10-22,12,Wednesday,0,City_A,City_A_Area_5,22,New,Fast Food,Local,3.9,6,49.69,15,5.91,2.94,4.15,55.24,Credit Card,0.0,4.3,Cloudy,High,31,4.5,21,40,43.0,0,Completed,,4.7
ORD_020200,CUS_00001,RES_0215,DRV_0083,2025-10-27 22:26:00,2025-10-27,22,Monday,0,City_C,City_C_Area_1,40,Premium,Fine Dining,Pizza,3.7,6,175.12,0,24.52,11.81,0.0,211.45,Digital Wallet,14.4,4.8,Clear,Low,45,4.7,45,57,58.0,0,Completed,,4.6
ORD_020201,CUS_01556,RES_0216,DRV_0196,2025-10-12 21:09:00,2025-10-12,21,Sunday,1,City_A,City_A_Area_4,18,Regular,Fast Food,Burger,5.0,1,9.56,0,1.34,0.56,3.45,14.91,Credit Card,1.57,2.9,Clear,High,31,4.3,7,21,17.0,0,Completed,,3.9
ORD_020202,CUS_07022,RES_0005,DRV_0177,2025-10-11 13:25:00,2025-10-11,13,Saturday,1,City_A,City_A_Area_2,33,New,Fast Food,Dessert,4.3,5,45.28,0,6.34,1.87,3.45,56.94,Cash,0.0,2.9,Rain,Low,50,4.3,16,26,24.0,0,Completed,,4.4
ORD_020203,CUS_00002,RES_0068,DRV_0031,2025-10-10 13:33:00,2025-10-10,13,Friday,0,City_C,City_C_Area_4,28,Premium,Fast Food,Dessert,3.8,6,59.19,0,8.29,1.79,0.0,69.27,Credit Card,3.8,3.5,Cloudy,Medium,25,5.0,22,33,37.0,0,Completed,,4.9
ORD_020204,CUS_00088,RES_0061,DRV_0167,2025-10-23 07:01:00,2025-10-23,7,Thursday,0,City_A,City_A_Area_1,31,New,Fast Food,Dessert,3.6,5,39.33,0,5.51,1.62,4.5,50.96,Cash,0.0,5.0,Clear,Low,19,4.3,14,32,31.0,0,Completed,,4.7
ORD_020205,CUS_00006,RES_0019,DRV_0046,2025-10-22 21:55:00,2025-10-22,21,Wednesday,0,City_B,City_B_Area_8,27,Regular,Fast Food,Pizza,4.7,2,16.66,0,2.33,0.69,5.35,25.03,Cash,0.0,6.7,Clear,High,4,4.5,20,41,54.0,1,Completed,,3.3
ORD_020206,CUS_00001,RES_0008,DRV_0136,2025-10-28 07:19:00,2025-10-28,7,Tuesday,0,City_C,City_C_Area_6,40,Premium,Casual Dining,Healthy,4.4,4,57.14,10,7.2,3.0,0.0,61.63,Cash,0.0,5.3,Clear,High,16,4.4,21,45,44.0,0,Completed,,3.6
ORD_020207,CUS_00015,RES_0001,DRV_0149,2025-10-22 14:48:00,2025-10-22,14,Wednesday,0,City_A,City_A_Area_2,45,Regular,Fast Food,Local,3.9,2,16.45,0,2.3,0.51,3.25,22.51,Credit Card,0.0,2.5,Cloudy,Medium,10,3.9,10,19,20.0,0,Completed,,5.0
ORD_020208,CUS_00001,RES_0003,DRV_0052,2025-10-08 19:37:00,2025-10-08,19,Wednesday,0,City_C,City_C_Area_6,40,Premium,Cafe,Burger,4.8,4,25.24,0,3.53,1.34,0.0,30.11,Credit Card,0.0,2.8,Clear,High,22,4.4,11,25,25.0,0,Completed,,5.0
ORD_020209,CUS_00001,RES_0184,DRV_0107,2025-10-30 20:39:00,2025-10-30,20,Thursday,0,City_C,City_C_Area_9,40,Premium,Fast Food,Pizza,4.4,2,20.24,0,2.83,0.76,0.0,23.83,Credit Card,0.0,2.4,Cloudy,High,12,4.2,9,21,21.0,0,Completed,,4.3
ORD_020210,CUS_00002,RES_0008,DRV_0015,2025-10-15 16:36:00,2025-10-15,16,Wednesday,0,City_C,City_C_Area_1,28,Premium,Casual Dining,Healthy,4.4,8,118.51,10,14.93,5.47,0.0,127.06,Credit Card,14.46,3.6,Clear,Medium,9,4.2,38,48,54.0,1,Completed,,4.3
ORD_020211,CUS_00003,RES_0012,DRV_0085,2025-10-22 18:33:00,2025-10-22,18,Wednesday,0,City_D,City_D_Area_3,25,Regular,Fine Dining,Asian,5.0,2,56.63,5,7.53,3.38,5.1,69.81,Cash,0.0,6.2,Clear,Low,44,5.0,19,39,36.0,0,Completed,,4.0
ORD_020212,CUS_00016,RES_0002,DRV_0085,2025-10-18 19:59:00,2025-10-18,19,Saturday,1,City_D,City_D_Area_9,36,Regular,Fast Food,Burger,3.6,2,16.52,0,2.31,0.64,2.95,22.42,Credit Card,2.61,1.9,Clear,High,44,5.0,6,19,13.0,0,Completed,,4.6
ORD_020213,CUS_00009,RES_0009,DRV_0099,2025-10-23 01:09:00,2025-10-23,1,Thursday,0,City_B,City_B_Area_5,28,Regular,Casual Dining,Dessert,4.6,3,50.92,15,6.06,1.41,2.55,53.3,Digital Wallet,3.9,1.1,Clear,Low,47,4.8,9,21,11.0,0,Completed,,4.3
ORD_020214,CUS_02469,RES_0009,DRV_0142,2025-10-13 21:04:00,2025-10-13,21,Monday,0,City_B,City_B_Area_4,35,Regular,Casual Dining,Dessert,4.6,4,66.06,10,8.32,2.41,3.95,74.13,Credit Card,7.7,3.9,Cloudy,Low,43,4.0,20,32,33.0,0,Completed,,4.7
ORD_020215,CUS_00181,RES_0231,DRV_0180,2025-10-26 12:11:00,2025-10-26,12,Sunday,1,City_C,City_C_Area_3,32,Regular,Casual Dining,Dessert,4.2,1,15.22,20,1.71,0.66,2.95,17.5,Cash,0.0,1.9,Clear,Medium,3,5.0,10,17,14.0,0,Completed,,4.9
ORD_020216,CUS_00017,RES_0001,DRV_0144,2025-10-16 10:53:00,2025-10-16,10,Thursday,0,City_A,City_A_Area_8,29,Regular,Fast Food,Local,3.9,2,19.4,0,2.72,0.81,3.8,26.73,Digital Wallet,0.0,3.6,Clear,Medium,55,4.4,10,23,24.0,0,Completed,,4.3
ORD_020217,CUS_00004,RES_0001,DRV_0172,2025-10-30 14:16:00,2025-10-30,14,Thursday,0,City_A,City_A_Area_1,19,Regular,Fast Food,Local,3.9,1,8.13,0,1.14,0.51,3.15,12.93,Digital Wallet,1.54,2.3,Cloudy,High,29,4.3,6,19,16.0,0,Completed,,4.4
ORD_020218,CUS_00003,RES_0002,DRV_0108,2025-10-13 19:34:00,2025-10-13,19,Monday,0,City_D,City_D_Area_6,25,Regular,Fast Food,Burger,3.6,2,18.26,0,2.56,0.75,3.5,25.07,Cash,0.0,3.0,Clear,High,2,4.8,6,24,24.0,0,Completed,,4.6
ORD_020219,CUS_00105,RES_0006,DRV_0177,2025-10-04 20:57:00,2025-10-04,20,Saturday,1,City_A,City_A_Area_2,21,Premium,Casual Dining,Healthy,4.7,2,32.52,15,3.87,1.56,0.0,33.07,Cash,0.0,6.5,Clear,High,50,4.3,15,44,47.0,0,Completed,,4.8
ORD_020220,CUS_01006,RES_0019,DRV_0187,2025-10-11 19:33:00,2025-10-11,19,Saturday,1,City_B,City_B_Area_4,27,Regular,Fast Food,Pizza,4.7,1,10.09,0,1.41,0.36,3.8,15.66,Cash,1.58,3.6,Clear,High,4,4.2,11,25,23.0,0,Completed,,4.9
ORD_020221,CUS_00404,RES_0001,DRV_0171,2025-10-27 13:32:00,2025-10-27,13,Monday,0,City_A,City_A_Area_10,40,Premium,Fast Food,Local,3.9,2,16.17,5,2.15,1.07,0.0,18.58,Credit Card,0.0,1.8,Storm,High,60,4.4,13,18,26.0,1,Completed,,3.2
ORD_020222,CUS_04581,RES_0009,DRV_0033,2025-10-19 18:21:00,2025-10-19,18,Sunday,1,City_B,City_B_Area_8,36,Regular,Casual Dining,Dessert,4.6,1,15.34,0,2.15,0.79,3.7,21.98,Credit Card,0.0,3.4,Clear,Medium,28,4.3,11,22,26.0,0,Completed,,4.7
ORD_020223,CUS_00001,RES_0093,DRV_0176,2025-10-08 13:51:00,2025-10-08,13,Wednesday,0,City_C,City_C_Area_3,40,Premium,Fast Food,Dessert,5.0,1,10.12,10,1.28,0.51,0.0,10.9,Cash,1.62,2.8,Clear,High,12,3.8,9,21,21.0,0,Completed,,4.5
ORD_020224,CUS_00016,RES_0002,DRV_0164,2025-10-10 23:30:00,2025-10-10,23,Friday,0,City_D,City_D_Area_4,36,Regular,Fast Food,Burger,3.6,2,17.0,10,2.14,0.91,4.75,23.1,Digital Wallet,2.42,5.5,Clear,Medium,21,4.3,15,30,36.0,1,Completed,,4.5
ORD_020225,CUS_00009,RES_0009,DRV_0111,2025-10-12 23:21:00,2025-10-12,23,Sunday,1,City_B,City_B_Area_10,28,Regular,Casual Dining,Dessert,4.6,1,17.16,5,2.28,1.01,3.25,22.84,Credit Card,0.0,2.5,Clear,Medium,14,4.4,14,19,23.0,0,Completed,,4.3
ORD_020226,CUS_00001,RES_0003,DRV_0016,2025-10-28 11:46:00,2025-10-28,11,Tuesday,0,City_C,City_C_Area_6,40,Premium,Cafe,Burger,4.8,2,10.45,15,1.24,0.31,0.0,10.43,Credit Card,0.0,4.7,Clear,Low,19,4.1,11,21,29.0,1,Completed,,4.0
ORD_020227,CUS_02792,RES_0126,DRV_0043,2025-10-21 14:03:00,2025-10-21,14,Tuesday,0,City_B,City_B_Area_7,26,Regular,Fast Food,Healthy,3.7,1,7.94,0,1.11,0.45,5.1,14.6,Digital Wallet,1.57,6.2,Rain,High,55,4.8,9,37,42.0,0,Completed,,4.1
ORD_020228,CUS_00029,RES_0003,DRV_0180,2025-10-20 16:35:00,2025-10-20,16,Monday,0,City_C,City_C_Area_2,19,Regular,Cafe,Burger,4.8,1,6.07,15,0.72,0.16,5.2,11.24,Credit Card,0.0,6.4,Clear,Medium,3,5.0,9,29,27.0,0,Completed,,4.8
ORD_020229,CUS_00116,RES_0006,DRV_0018,2025-10-11 18:51:00,2025-10-11,18,Saturday,1,City_A,City_A_Area_3,37,Premium,Casual Dining,Healthy,4.7,2,32.09,0,4.49,1.9,0.0,38.48,Digital Wallet,0.0,8.2,Rain,Low,28,4.9,15,37,47.0,1,Completed,,4.1
ORD_020230,CUS_00318,RES_0004,DRV_0097,2025-10-20 13:38:00,2025-10-20,13,Monday,0,City_B,City_B_Area_6,32,New,Fast Food,Burger,4.2,3,27.95,0,3.91,1.44,3.75,37.05,Digital Wallet,0.0,3.5,Storm,High,40,5.0,13,28,42.0,1,Completed,,3.3
ORD_020231,CUS_00001,RES_0010,DRV_0136,2025-10-21 15:39:00,2025-10-21,15,Tuesday,0,City_C,City_C_Area_6,40,Premium,Fast Food,Dessert,4.5,4,34.92,10,4.4,1.97,0.0,37.8,Credit Card,0.0,4.8,Rain,Medium,16,4.4,18,32,43.0,1,Completed,,3.7
ORD_020232,CUS_00028,RES_0009,DRV_0115,2025-10-28 16:04:00,2025-10-28,16,Tuesday,0,City_B,City_B_Area_9,27,Regular,Casual Dining,Dessert,4.6,6,76.65,0,10.73,4.52,5.05,96.95,Cash,0.0,6.1,Cloudy,Medium,23,4.8,27,50,46.0,0,Completed,,5.0
ORD_020233,CUS_06251,RES_0004,DRV_0063,2025-10-04 13:13:00,2025-10-04,13,Saturday,1,City_B,City_B_Area_1,18,Regular,Fast Food,Burger,4.2,9,73.87,0,10.34,2.31,3.6,90.12,Credit Card,0.0,3.2,Clear,Medium,56,4.6,31,40,44.0,0,Completed,,4.3
ORD_020234,CUS_00610,RES_0189,DRV_0105,2025-10-19 12:16:00,2025-10-19,12,Sunday,1,City_B,City_B_Area_6,30,Regular,Casual Dining,Dessert,4.9,1,15.85,0,2.22,0.54,3.25,21.86,Cash,0.0,2.5,Clear,High,60,4.3,16,22,28.0,1,Completed,,3.9
ORD_020235,CUS_00018,RES_0073,DRV_0121,2025-10-20 18:53:00,2025-10-20,18,Monday,0,City_A,City_A_Area_10,32,Regular,Casual Dining,Pizza,4.6,2,32.77,15,3.9,0.99,3.85,36.59,Credit Card,0.0,3.7,Clear,Low,60,4.3,11,24,20.0,0,Completed,,4.7
ORD_020236,CUS_00051,RES_0001,DRV_0002,2025-10-10 13:59:00,2025-10-10,13,Friday,0,City_A,City_A_Area_9,30,Premium,Fast Food,Local,3.9,10,82.86,10,10.44,3.02,0.0,88.03,Cash,0.0,5.0,Clear,High,10,5.0,36,53,60.0,1,Completed,,3.9
ORD_020237,CUS_00174,RES_0007,DRV_0042,2025-10-15 22:10:00,2025-10-15,22,Wednesday,0,City_A,City_A_Area_10,18,Premium,Cafe,Dessert,4.2,2,10.2,0,1.43,0.61,0.0,12.24,Credit Card,1.01,1.6,Cloudy,Low,23,4.8,11,12,17.0,0,Completed,,5.0
ORD_020238,CUS_01518,RES_0004,DRV_0063,2025-10-13 12:46:00,2025-10-13,12,Monday,0,City_B,City_B_Area_10,40,Regular,Fast Food,Burger,4.2,3,24.25,0,3.4,1.56,3.1,32.31,Credit Card,0.0,2.2,Cloudy,High,56,4.6,14,22,27.0,0,Completed,,4.7
ORD_020239,CUS_00050,RES_0008,DRV_0016,2025-10-13 10:32:00,2025-10-13,10,Monday,0,City_C,City_C_Area_2,29,Regular,Casual Dining,Healthy,4.4,1,15.85,0,2.22,0.94,3.7,22.71,Credit Card,2.31,3.4,Cloudy,Low,19,4.1,8,20,19.0,0,Completed,,4.1
ORD_020240,CUS_00004,RES_0001,DRV_0060,2025-10-21 13:28:00,2025-10-21,13,Tuesday,0,City_A,City_A_Area_7,19,Regular,Fast Food,Local,3.9,2,19.22,20,2.15,0.56,4.0,22.09,Credit Card,0.0,4.0,Cloudy,High,34,4.5,15,28,34.0,1,Completed,,4.1
ORD_020241,CUS_00611,RES_0021,DRV_0193,2025-10-28 18:02:00,2025-10-28,18,Tuesday,0,City_B,City_B_Area_4,18,Premium,Cafe,Local,4.2,3,19.08,0,2.67,1.3,0.0,23.05,Credit Card,0.0,3.9,Cloudy,High,8,4.0,11,28,28.0,0,Completed,,4.6
ORD_020242,CUS_00056,RES_0001,DRV_0189,2025-10-18 13:05:00,2025-10-18,13,Saturday,1,City_A,City_A_Area_7,31,Premium,Fast Food,Local,3.9,3,27.94,20,3.13,0.8,0.0,26.28,Credit Card,3.52,1.2,Cloudy,Medium,42,4.1,9,16,17.0,0,Completed,,4.7
ORD_020243,CUS_00038,RES_0001,DRV_0156,2025-10-07 11:19:00,2025-10-07,11,Tuesday,0,City_A,City_A_Area_1,33,New,Fast Food,Local,3.9,4,34.44,0,4.82,1.57,7.35,48.18,Credit Card,0.0,10.7,Clear,Medium,36,5.0,21,54,58.0,0,Completed,,4.9
ORD_020244,CUS_00006,RES_0019,DRV_0138,2025-10-30 14:10:00,2025-10-30,14,Thursday,0,City_B,City_B_Area_4,27,Regular,Fast Food,Pizza,4.7,7,57.23,5,7.61,1.83,4.75,68.56,Credit Card,6.99,5.5,Cloudy,High,33,4.2,32,47,62.0,1,Completed,,3.4
ORD_020245,CUS_00002,RES_0229,DRV_0040,2025-10-14 13:31:00,2025-10-14,13,Tuesday,0,City_C,City_C_Area_2,28,Premium,Fine Dining,Asian,3.7,5,151.96,0,21.27,6.04,0.0,179.27,Digital Wallet,25.84,3.9,Clear,Low,40,4.7,44,49,55.0,1,Completed,,4.6
ORD_020246,CUS_00001,RES_0008,DRV_0107,2025-10-05 21:30:00,2025-10-05,21,Sunday,1,City_C,City_C_Area_1,40,Premium,Casual Dining,Healthy,4.4,1,15.44,0,2.16,0.63,0.0,18.23,Credit Card,0.0,3.3,Rain,Medium,12,4.2,16,22,28.0,1,Completed,,4.0
ORD_020247,CUS_00023,RES_0021,DRV_0036,2025-10-09 02:33:00,2025-10-09,2,Thursday,0,City_B,City_B_Area_10,26,New,Cafe,Local,4.2,4,22.2,10,2.8,0.95,4.85,28.58,Credit Card,0.0,5.7,Rain,Low,49,5.0,18,28,40.0,1,Completed,,4.3
ORD_020248,CUS_00001,RES_0008,DRV_0078,2025-10-30 13:07:00,2025-10-30,13,Thursday,0,City_C,City_C_Area_6,40,Premium,Casual Dining,Healthy,4.4,6,98.52,0,13.79,4.24,0.0,116.55,Digital Wallet,9.77,2.4,Cloudy,High,24,4.9,31,39,44.0,0,Completed,,4.7
ORD_020249,CUS_00018,RES_0016,DRV_0175,2025-10-22 12:05:00,2025-10-22,12,Wednesday,0,City_A,City_A_Area_10,32,Regular,Casual Dining,Asian,4.5,5,64.1,15,7.63,2.76,3.6,68.47,Cash,5.65,3.2,Cloudy,Medium,6,4.3,21,36,36.0,0,Completed,,5.0
ORD_020250,CUS_00774,RES_0001,DRV_0068,2025-10-27 11:15:00,2025-10-27,11,Monday,0,City_A,City_A_Area_10,28,Premium,Fast Food,Local,3.9,1,10.18,15,1.21,0.59,0.0,10.45,Credit Card,0.76,4.8,Storm,Low,47,4.4,8,21,33.0,1,Completed,,4.3
ORD_020251,CUS_00185,RES_0001,DRV_0062,2025-10-17 15:02:00,2025-10-17,15,Friday,0,City_A,City_A_Area_9,32,Premium,Fast Food,Local,3.9,6,51.38,0,7.19,2.55,0.0,61.12,Credit Card,4.55,2.1,Clear,Medium,6,4.8,25,28,31.0,0,Completed,,4.3
ORD_020252,CUS_00006,RES_0042,DRV_0142,2025-10-25 17:39:00,2025-10-25,17,Saturday,1,City_B,City_B_Area_5,27,Regular,Fast Food,Burger,4.4,5,40.99,0,5.74,1.35,3.85,51.93,Credit Card,0.0,3.7,Cloudy,Low,43,4.0,15,28,26.0,0,Completed,,5.0
ORD_020253,CUS_00165,RES_0004,DRV_0070,2025-10-05 01:49:00,2025-10-05,1,Sunday,1,City_B,City_B_Area_3,21,Premium,Fast Food,Burger,4.2,2,15.63,0,2.19,0.55,0.0,18.37,Credit Card,0.0,4.0,Clear,Low,48,3.9,13,21,26.0,0,Completed,,4.8
ORD_020254,CUS_00003,RES_0002,DRV_0085,2025-10-16 18:28:00,2025-10-16,18,Thursday,0,City_D,City_D_Area_2,25,Regular,Fast Food,Burger,3.6,2,17.91,0,2.51,0.88,9.8,31.1,Cash,4.39,15.6,Rain,Medium,44,5.0,12,67,91.0,1,Completed,,3.1
ORD_020255,CUS_01104,RES_0031,DRV_0193,2025-10-09 13:30:00,2025-10-09,13,Thursday,0,City_B,City_B_Area_6,20,New,Cafe,Asian,3.9,2,11.92,0,1.67,0.82,6.35,20.76,Credit Card,0.0,8.7,Rain,Low,8,4.0,16,32,46.0,1,Completed,,3.9
ORD_020256,CUS_05065,RES_0001,DRV_0102,2025-10-17 21:39:00,2025-10-17,21,Friday,0,City_A,City_A_Area_4,28,Regular,Fast Food,Local,3.9,7,55.94,0,7.83,2.85,4.45,71.07,Credit Card,6.54,4.9,Clear,Medium,41,4.0,28,40,49.0,1,Completed,,3.5
ORD_020257,CUS_00014,RES_0069,DRV_0120,2025-10-30 19:40:00,2025-10-30,19,Thursday,0,City_A,City_A_Area_10,26,Premium,Fast Food,Healthy,4.7,3,30.99,10,3.9,1.57,0.0,33.36,Credit Card,2.87,4.7,Cloudy,Medium,21,4.9,10,29,33.0,0,Completed,,4.3
ORD_020258,CUS_00001,RES_0081,DRV_0064,2025-10-18 15:05:00,2025-10-18,15,Saturday,1,City_C,City_C_Area_10,40,Premium,Fast Food,Asian,4.2,5,46.89,0,6.56,2.42,0.0,55.87,Cash,0.0,4.4,Cloudy,Low,29,4.3,22,30,36.0,1,Completed,,4.6
ORD_020259,CUS_00179,RES_0004,DRV_0138,2025-10-03 22:42:00,2025-10-03,22,Friday,0,City_B,City_B_Area_2,31,Regular,Fast Food,Burger,4.2,3,23.34,0,3.27,1.09,4.2,31.9,Credit Card,4.66,4.4,Rain,Low,33,4.2,13,24,33.0,1,Completed,,3.1
ORD_020260,CUS_00018,RES_0032,DRV_0189,2025-10-28 18:27:00,2025-10-28,18,Tuesday,0,City_A,City_A_Area_2,32,Regular,Fast Food,Dessert,4.3,3,23.14,10,2.92,0.9,4.15,28.8,Credit Card,0.0,4.3,Clear,High,42,4.1,17,32,36.0,0,Completed,,4.8
ORD_020261,CUS_00006,RES_0019,DRV_0145,2025-10-05 20:23:00,2025-10-05,20,Sunday,1,City_B,City_B_Area_1,27,Regular,Fast Food,Pizza,4.7,3,27.12,10,3.42,0.78,3.0,31.61,Credit Card,0.0,2.0,Clear,Low,12,4.6,7,18,13.0,0,Completed,,5.0
ORD_020262,CUS_00076,RES_0083,DRV_0102,2025-10-30 22:13:00,2025-10-30,22,Thursday,0,City_A,City_A_Area_8,20,New,Fast Food,Healthy,3.8,3,27.0,0,3.78,1.17,8.75,40.7,Cash,2.85,13.5,Cloudy,Low,41,4.0,15,50,57.0,1,Completed,,3.4
ORD_020263,CUS_00050,RES_0093,DRV_0155,2025-10-22 21:30:00,2025-10-22,21,Wednesday,0,City_C,City_C_Area_2,29,Regular,Fast Food,Dessert,5.0,1,8.73,5,1.16,0.26,3.35,13.06,Credit Card,0.0,2.7,Clear,High,46,4.5,10,20,22.0,0,Completed,,5.0
ORD_020264,CUS_00373,RES_0009,DRV_0105,2025-10-21 07:25:00,2025-10-21,7,Tuesday,0,City_B,City_B_Area_9,30,Regular,Casual Dining,Dessert,4.6,1,15.39,5,2.05,0.89,4.25,21.81,Digital Wallet,0.0,4.5,Rain,Low,60,4.3,16,23,37.0,1,Completed,,3.9
ORD_020265,CUS_00004,RES_0101,DRV_0088,2025-10-17 10:07:00,2025-10-17,10,Friday,0,City_A,City_A_Area_4,19,Regular,Casual Dining,Pizza,4.6,4,66.71,0,9.34,2.41,3.55,82.01,Credit Card,0.0,3.1,Clear,Low,31,4.2,27,30,39.0,1,Completed,,3.5
ORD_020266,CUS_04574,RES_0054,DRV_0021,2025-10-20 18:23:00,2025-10-20,18,Monday,0,City_C,City_C_Area_3,36,Regular,Casual Dining,Dessert,5.0,4,55.57,5,7.39,3.1,4.55,67.83,Cash,0.0,5.1,Clear,Low,22,4.2,20,35,33.0,0,Completed,,4.1
ORD_020267,CUS_03233,RES_0004,DRV_0135,2025-10-22 09:00:00,2025-10-22,9,Wednesday,0,City_B,City_B_Area_10,18,Premium,Fast Food,Burger,4.2,2,17.28,0,2.42,0.87,0.0,20.57,Credit Card,0.0,6.5,Clear,Medium,7,4.7,13,34,40.0,1,Completed,,3.9
ORD_020268,CUS_00042,RES_0004,DRV_0165,2025-10-04 14:09:00,2025-10-04,14,Saturday,1,City_B,City_B_Area_9,21,Premium,Fast Food,Burger,4.2,6,60.84,0,8.52,3.79,0.0,73.15,Digital Wallet,9.78,1.9,Clear,Low,24,3.8,19,25,26.0,0,Completed,,4.9
ORD_020269,CUS_00015,RES_0014,DRV_0132,2025-10-04 14:57:00,2025-10-04,14,Saturday,1,City_A,City_A_Area_8,45,Regular,Casual Dining,Local,4.2,1,15.49,0,2.17,0.97,4.9,23.53,Credit Card,0.0,5.8,Clear,High,2,4.6,14,37,44.0,1,Completed,,4.0
ORD_020270,CUS_00106,RES_0004,DRV_0098,2025-10-21 14:31:00,2025-10-21,14,Tuesday,0,City_B,City_B_Area_10,18,New,Fast Food,Burger,4.2,2,17.46,0,2.44,1.2,3.4,24.5,Digital Wallet,0.0,2.8,Rain,High,19,4.5,15,23,35.0,1,Completed,,3.8
ORD_020271,CUS_00096,RES_0004,DRV_0127,2025-10-24 20:42:00,2025-10-24,20,Friday,0,City_B,City_B_Area_1,27,Premium,Fast Food,Burger,4.2,2,15.8,20,1.77,0.44,0.0,14.85,Digital Wallet,1.81,1.8,Clear,Medium,5,5.0,6,17,14.0,0,Completed,,4.8
ORD_020272,CUS_00005,RES_0040,DRV_0043,2025-10-21 14:49:00,2025-10-21,14,Tuesday,0,City_B,City_B_Area_1,20,New,Casual Dining,Burger,3.6,3,47.08,0,6.59,1.96,3.0,58.63,Cash,0.0,2.0,Rain,Medium,55,4.8,13,25,23.0,0,Completed,,4.9
ORD_020273,CUS_00106,RES_0094,DRV_0119,2025-10-07 20:49:00,2025-10-07,20,Tuesday,0,City_B,City_B_Area_7,18,New,Fast Food,Dessert,4.5,1,9.03,0,1.26,0.43,2.45,13.17,Credit Card,0.73,0.9,Cloudy,High,14,4.2,11,12,14.0,0,Completed,,5.0
ORD_020274,CUS_00004,RES_0057,DRV_0042,2025-10-08 19:07:00,2025-10-08,19,Wednesday,0,City_A,City_A_Area_9,19,Regular,Casual Dining,Pizza,4.6,2,26.45,0,3.7,1.15,3.05,34.35,Digital Wallet,3.97,2.1,Clear,High,23,4.8,14,24,26.0,0,Completed,,4.6
